segundo,emocion_facial,emocion_texto,transcripcion,congruencia
160,angry,neutral,"So here's one last thing I'd like to mention. I learned that when I made small, sustainable changes, things I could keep doing, they were more likely to stick.",INCONGRUENCIA
161,angry,neutral,"So here's one last thing I'd like to mention. I learned that when I made small, sustainable changes, things I could keep doing, they were more likely to stick.",INCONGRUENCIA
162,angry,neutral,[Silencio],No aplicable
163,sad,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",INCONGRUENCIA
164,surprise,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",INCONGRUENCIA
165,happy,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",INCONGRUENCIA
166,happy,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",INCONGRUENCIA
167,neutral,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",Congruente
168,sad,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",INCONGRUENCIA
169,angry,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",INCONGRUENCIA
170,angry,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",INCONGRUENCIA
171,neutral,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",Congruente
172,happy,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",INCONGRUENCIA
173,happy,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",INCONGRUENCIA
174,happy,neutral,"There's nothing wrong with big, crazy challenges. In fact, there are a ton of fun, but they're less likely to stick. When I gave up sugar for 30 days, day 31 looked like this.",INCONGRUENCIA
175,happy,neutral,[Silencio],No aplicable
176,happy,neutral,So here's my question to you. What are you waiting for? I guarantee you the next 30 days are going to pass whether you like it or not.,INCONGRUENCIA
177,happy,neutral,So here's my question to you. What are you waiting for? I guarantee you the next 30 days are going to pass whether you like it or not.,INCONGRUENCIA
178,happy,neutral,So here's my question to you. What are you waiting for? I guarantee you the next 30 days are going to pass whether you like it or not.,INCONGRUENCIA
179,happy,neutral,So here's my question to you. What are you waiting for? I guarantee you the next 30 days are going to pass whether you like it or not.,INCONGRUENCIA
180,fear,neutral,So here's my question to you. What are you waiting for? I guarantee you the next 30 days are going to pass whether you like it or not.,INCONGRUENCIA
181,angry,neutral,So here's my question to you. What are you waiting for? I guarantee you the next 30 days are going to pass whether you like it or not.,INCONGRUENCIA
182,happy,neutral,So here's my question to you. What are you waiting for? I guarantee you the next 30 days are going to pass whether you like it or not.,INCONGRUENCIA
183,sad,neutral,So here's my question to you. What are you waiting for? I guarantee you the next 30 days are going to pass whether you like it or not.,INCONGRUENCIA
184,angry,neutral,So here's my question to you. What are you waiting for? I guarantee you the next 30 days are going to pass whether you like it or not.,INCONGRUENCIA
185,neutral,neutral,So here's my question to you. What are you waiting for? I guarantee you the next 30 days are going to pass whether you like it or not.,Congruente
186,surprise,neutral,So here's my question to you. What are you waiting for? I guarantee you the next 30 days are going to pass whether you like it or not.,INCONGRUENCIA
187,angry,neutral,[Silencio],No aplicable
188,happy,neutral,So why not think about something? You have always wanted to try and give it a shot for the next 30 days. Thanks.,INCONGRUENCIA
189,surprise,neutral,So why not think about something? You have always wanted to try and give it a shot for the next 30 days. Thanks.,INCONGRUENCIA
190,sad,neutral,So why not think about something? You have always wanted to try and give it a shot for the next 30 days. Thanks.,INCONGRUENCIA
191,fear,neutral,So why not think about something? You have always wanted to try and give it a shot for the next 30 days. Thanks.,INCONGRUENCIA
192,happy,neutral,So why not think about something? You have always wanted to try and give it a shot for the next 30 days. Thanks.,INCONGRUENCIA
193,surprise,neutral,So why not think about something? You have always wanted to try and give it a shot for the next 30 days. Thanks.,INCONGRUENCIA
194,surprise,neutral,So why not think about something? You have always wanted to try and give it a shot for the next 30 days. Thanks.,INCONGRUENCIA
195,surprise,neutral,So why not think about something? You have always wanted to try and give it a shot for the next 30 days. Thanks.,INCONGRUENCIA
196,surprise,neutral,So why not think about something? You have always wanted to try and give it a shot for the next 30 days. Thanks.,INCONGRUENCIA
197,happy,neutral,[Silencio],No aplicable
198,angry,neutral,[Silencio],No aplicable
199,sad,neutral,[Silencio],No aplicable
200,angry,neutral,[Silencio],No aplicable
201,angry,neutral,[Silencio],No aplicable
202,happy,neutral,[Silencio],No aplicable
203,neutral,neutral,[Silencio],No aplicable
204,neutral,neutral,[Silencio],No aplicable
205,neutral,neutral,You,Congruente
206,angry,neutral,You,INCONGRUENCIA
207,neutral,neutral,You,Congruente
